-0.40951,-0.15521,0.060545,-0.088807
-4.1409,3.4619,-0.47841,-3.8879
-1.5075,1.9224,7.1466,0.89136
3.9663,10.168,-4.1131,-4.6056
0.39012,-0.14279,-0.031994,0.35084
-2.484,12.161,2.8204,-3.7418
2.6946,6.7976,-0.40301,0.44912
2.4486,-6.3175,7.9632,0.20602
-3.4083,4.8587,-0.76888,-4.8668
4.5645,-3.6275,2.8684,0.27714
5.0452,3.8964,-1.4304,0.86291
-2.4554,-9.0407,8.862,-0.86983
3.1887,-3.4143,2.7742,-0.2026
-0.77461,-1.8768,2.4023,1.1319
-1.522,-6.6383,5.7491,-0.10691
1.4378,0.66837,-2.0267,1.0271
-0.60254,1.7237,-2.1501,-0.77027
-1.5078,-7.3191,7.8981,1.2289
-3.8858,-12.846,12.796,-3.1353
0.64215,3.1287,4.2933,0.64696
0.76163,5.8209,1.1959,-0.64613
-1.4377,-1.432,2.1144,0.42067
-1.4781,0.14277,-1.1622,-0.48579
-4.0025,-13.498,17.677,-3.3202
-0.27802,8.1881,-3.1338,-2.5276
3.9382,0.9291,0.78543,0.6767
1.4479,-4.8794,8.3428,-2.1086
4.5597,-2.4211,2.6413,1.6168
-2.2987,-5.227,5.63,0.91722
-3.5359,0.30417,0.6569,-0.2957
5.8862,5.8747,-2.8167,-0.30087
0.96441,5.8395,2.3235,0.066365
4.988,7.2052,-3.2846,-1.1608
-2.5754,-5.6574,6.103,0.65214
-5.4901,9.1048,-0.38758,-5.9763
-2.286,-5.4484,5.8039,0.88231
3.4663,1.1112,1.7425,1.3388
3.404,8.7261,-2.9915,-0.57242
1.1811,8.3847,-2.0567,-0.90345
-3.38,-0.7077,2.5325,0.71808
1.5077,1.9596,-3.0584,-0.12243
-0.89809,-4.4862,2.2009,0.50731
1.6406,3.5488,1.3964,-0.36424
2.5089,6.841,-0.029423,0.44912
-3.9594,4.0289,-0.35845,-3.8957
3.884,10.028,-3.9298,-4.0819
-1.4904,-2.2183,1.6054,0.89394
0.44125,2.9487,4.3225,0.7155
-2.9138,-9.4711,9.7668,-0.60216
2.6415,7.586,-0.28562,-1.6677
-2.2501,3.3129,-0.88369,-2.8974
-3.9297,-6.0816,10.096,-1.0147
-2.9662,-10.326,8.784,-2.1138
-0.78689,9.5663,-3.7867,-7.5034
-2.4621,2.7645,-0.62578,-2.8573
-3.9934,5.8333,0.54723,-4.9379
4.7181,10.015,-3.9486,-3.8582
-2.9883,0.31245,0.45041,0.068951
1.3183,1.9017,-3.3111,0.065071
3.6216,8.6661,-2.8073,-0.44699
1.0652,8.3682,-1.4004,-1.6509
-6.7526,8.8172,-0.061983,-3.725
-0.91718,9.9884,1.1804,-5.2263
1.6032,-4.7863,8.5193,-2.1203
4.0215,-2.1914,2.4648,1.1409
0.86736,5.5643,1.6765,-0.16769
0.27451,9.2186,-3.2863,-4.8448
4.0932,5.4132,-1.8219,0.23576
3.4769,-0.15314,2.53,2.4495
-1.6952,1.0657,8.8294,0.94955
4.0446,11.174,-4.3582,-4.7401
2.4391,6.4417,-0.80743,-0.69139
-3.4917,-12.174,14.369,-0.61639
0.54777,10.375,-1.5435,-4.1633
2.6718,5.6574,0.72974,-1.4892
1.4276,8.3847,-2.0995,-1.9677
-2.2804,-0.30626,1.3347,1.3763
2.5331,2.9135,-0.822,-0.12243
-1.0833,-0.31247,1.2815,0.41291
0.11032,1.9741,-3.3668,-0.65259
-1.9881,0.99945,-0.28562,-0.70044
4.4682,2.2907,0.95766,0.83058
-1.7344,2.0175,7.7618,0.93532
-4.5046,-5.8126,10.887,-0.52846
0.89512,4.7738,-4.8431,-5.5909
-0.048008,-1.6037,8.4756,0.75558
-5.2049,7.259,0.070827,-7.3004
2.6104,8.0081,-0.23592,-1.7608
1.581,0.86909,-2.3138,0.82412
-1.5951,-6.572,4.7689,-0.94354
-1.9725,2.8825,-2.3086,-2.3724
-3.2051,-0.14279,0.97565,0.045675
-3.8894,-7.8322,9.8208,0.47498
3.9529,-2.3548,2.3792,0.48274
-0.50816,2.868,-1.8108,-2.2612
3.3756,-4.0951,4.367,1.0698
3.9166,10.249,-4.0926,-4.4659
-5.637,8.1261,0.13081,-5.0142
4.1962,0.74493,0.83256,0.753
3.6702,2.9942,0.85141,0.30688
2.7213,7.05,-0.58808,0.41809
0.56953,7.6294,1.5754,-3.2233
0.52374,3.644,-4.0746,-1.9909
3.9362,10.162,-3.8235,-4.0172
1.1558,6.4003,1.5506,0.6961
-0.46651,2.3383,-2.9812,-1.0431
2.9736,8.7944,-3.6359,-1.3754
2.0911,0.94358,4.5512,1.234
5.591,10.464,-4.3839,-4.3379
2.1948,1.3781,1.1582,0.85774
-2.5665,-6.8824,7.5416,0.70774
4.0715,7.6398,-2.0824,-1.1698
0.89606,10.547,-1.4175,-4.0327
3.7321,-3.884,3.3577,-0.0060486
4.8278,7.7598,-2.4491,-1.2216
2.1752,-0.8091,5.1022,-0.67975
2.1526,-6.1665,8.0831,-0.34355
-4.2887,-7.8633,11.839,-1.8978
3.4092,5.4049,-2.5228,-0.89958
-4.7331,-6.1789,11.388,-1.0741
-1.2568,-1.4733,2.8718,0.44653
2.994,7.2011,-1.2153,0.3211
5.438,9.4669,-4.9417,-3.9202
2.0051,-6.8638,8.132,-0.2401
-2.5346,-0.77392,3.3602,0.00171
-7.0364,9.2931,0.16594,-4.5396
3.7798,-3.3109,2.6491,0.066365
2.5503,-4.9518,6.3729,-0.41596
5.3063,5.2684,-2.8904,-0.52716
-0.70346,2.957,-3.5947,-3.1457
-1.1306,1.8458,-1.3575,-1.3806
-1.4275,11.88,0.41613,-6.9978
2.1265,6.8783,0.44784,-2.2224
1.7452,4.8028,2.0878,0.62627
0.062525,2.9301,-3.5467,-2.6737
-3.506,-12.567,15.161,-0.75216
-5.3012,7.3915,0.029699,-7.3987
-1.3414,-1.9162,-0.15538,-0.11984
-1.9667,11.805,-0.40472,-7.8719
1.3451,0.23589,-1.8785,1.3258
3.1557,2.8908,0.59693,0.79825
-2.0441,1.2271,0.18564,-1.091
4.1349,6.1189,-2.4294,-0.19613
0.74428,-3.7723,1.6131,1.5754
-2.4604,12.73,0.91738,-7.6418
-2.7338,0.45523,2.4391,0.21766
3.5251,0.7201,1.6928,0.64438
5.4021,3.1039,-1.1536,1.5651
4.052,-0.16555,0.45383,0.51248
-2.5701,-6.8452,8.9999,2.1353
-1.0941,2.3072,-2.5237,-1.4453
-1.2846,3.2715,-1.7671,-3.2608
-2.3221,-9.3304,9.233,-0.79871
-2.4473,12.625,0.73573,-7.6612
-3.5985,-13.659,17.605,-2.4927
0.56232,1.0015,-2.2726,-0.0060486
-2.8619,4.5193,-0.58123,-4.2629
4.6499,7.6336,-1.9427,-0.37458
5.1731,3.9606,-1.983,0.40774
-1.5621,-2.2121,4.2591,0.27972
-0.97325,-6.4168,5.6026,1.0323
0.66365,-0.045533,-0.18794,0.23447
3.9479,-3.7723,2.883,0.019813
-0.278,8.1881,-3.1338,-2.5276
5.0691,0.21313,0.20278,1.2095
3.4312,6.2637,-1.9513,-0.36165
-1.3,10.268,-2.953,-5.8638
-0.36038,4.1158,3.1143,-0.37199
-1.6677,-7.1535,7.8929,0.96765
-2.6479,10.137,-1.331,-5.4707
4.5459,8.1674,-2.4586,-1.4621
-0.36279,8.2895,-1.9213,-3.3332
-1.6386,3.3584,-1.7302,-3.5646
0.16358,-3.3584,1.3749,1.3569
5.1302,8.6703,-2.8913,-1.5086
2.8672,10.001,-3.2049,-3.1095
1.8114,7.6067,-0.9788,-2.4668
4.2188,6.8162,-1.2804,0.76076
3.4566,9.5228,-4.0112,-3.5944
-2.9498,-8.273,10.265,1.1629
-1.8391,-9.0883,9.2416,-0.10432
0.80355,2.8473,4.3439,0.6017
3.6922,-3.9585,4.3439,1.3517
3.245,6.63,-0.63435,0.86937
0.1848,6.5079,2.0133,-0.87242
0.33325,3.3108,-4.5081,-4.012
-1.1804,11.509,0.15565,-6.8194
-3.0799,0.60836,2.7039,-0.23751
-3.0193,1.7775,0.73745,-0.45346
-4.1958,-8.1819,12.129,-1.6017
2.4196,6.4665,-0.75688,0.228
0.0031201,-4.0061,1.7956,0.91722
-0.8172,3.3812,-3.6684,-3.456
-0.26654,-0.64562,-0.42014,0.89136
3.6941,-3.9482,4.2625,1.1577
2.4287,9.3821,-3.2477,-1.4543
4.4069,10.907,-4.5775,-4.4271
0.9297,-3.7971,4.6429,-0.2957
2.7831,10.98,-3.557,-4.4039
0.6212,3.6771,-4.0771,-2.0711
2.4673,1.3926,1.7125,0.41421
1.2309,3.8923,-4.8277,-4.0069
2.2091,7.4556,-1.3284,-3.3021
-4.9447,3.3005,1.063,-1.444
-2.5724,-0.95602,2.7073,-0.16639
0.60731,3.9544,-4.772,-4.4853
0.93584,8.8855,-1.6831,-1.6599
3.2718,1.7837,2.1161,0.61334
4.3365,-3.584,3.6884,0.74912
-1.4375,-1.8624,4.026,0.55127
-1.2786,-2.4087,4.5735,0.47627
-2.7611,-10.51,9.0239,-1.9547
-1.4094,-2.1252,-0.10397,-0.19225
4.8077,2.2327,-0.26334,1.5534
3.9771,11.151,-3.9272,-4.3444
-2.4198,-0.24418,0.70146,0.41809
-2.3675,-0.43663,1.692,-0.43018
-2.6286,0.18002,1.7956,0.97282
2.093,8.3061,0.022844,-3.2724
1.1166,8.6496,-0.96252,-1.8112
3.3299,0.91254,1.5806,0.39352
-3.2238,2.7935,0.32274,-0.86078
1.3087,4.9228,2.0013,0.22024
-3.3553,0.35591,2.6473,-0.37846
3.4591,11.112,-4.2039,-5.0931
0.96788,7.1907,1.2798,-2.4565
-3.1423,-13.037,15.677,-0.66165
3.482,-4.1634,3.5008,-0.078462
2.2517,-5.1422,4.2916,-1.2487
4.5679,3.1929,-2.1055,0.29653
-2.3142,2.0838,-0.46813,-1.6767
-2.1668,1.5933,0.045122,-1.678
4.9923,7.8653,-2.3515,-0.71984
-1.0744,-6.3113,5.355,0.80472
-0.59587,2.4811,-2.8673,-0.89828
1.0235,6.901,-2.0062,-2.7125
-1.8448,1.254,0.27218,-1.0728
1.8993,7.6625,0.15394,-3.1108
-0.93587,-5.1008,4.5367,1.3866
3.2032,5.7588,-0.75345,-0.61251
2.229,9.6325,-3.1123,-2.7164
2.5367,2.599,2.0938,0.20085
5.2423,11.027,-4.353,-4.1013
2.5635,6.7769,-0.61979,0.38576
4.0713,10.402,-4.1722,-4.7582
4.5691,-4.4552,3.1769,0.0042961
-1.6641,-1.3678,1.997,0.52283
0.0096613,3.5612,-4.407,-4.4103
1.5356,9.1772,-2.2718,-0.73535
3.8023,-3.8696,4.044,0.95343
3.9899,-2.7066,2.3946,0.86291
-2.1333,1.5685,-0.084261,-1.7453
-1.7101,-8.7903,7.9735,-0.45475
-2.6406,-4.4159,5.983,-0.13924
-6.9599,8.9931,0.2182,-4.572
2.5328,7.528,-0.41929,-2.6478
-3.793,-12.71,12.796,-2.825
1.5902,2.2948,3.2403,0.18404
0.61652,3.8944,-4.7275,-4.3948
0.051979,7.0521,-2.0541,-3.1508
0.6818,4.8504,-5.2133,-6.1043
1.3562,3.2136,4.3465,0.78662
-2.5526,-7.3625,6.9255,-0.66811
3.2294,7.7391,-0.37816,-2.5405
3.757,-5.4236,3.8255,-1.2526
2.3718,7.4908,0.015989,-1.7414
-1.3907,-1.3781,2.3055,-0.021566
-4.2859,8.5234,3.1392,-0.91639
3.0009,5.8126,-2.2306,-0.66553
-1.4454,-8.4385,8.8483,0.96894
-2.0759,10.822,2.6439,-4.837
-2.7083,-6.8266,7.5339,0.59007
-0.014902,-1.0243,-0.94024,0.64955
-0.65767,-2.8018,3.7115,0.99739
-4.6338,-12.751,16.717,-3.2168
3.0329,2.2948,2.1135,0.35084
-1.366,0.18416,0.90539,1.5806
2.4012,1.6223,3.0312,0.71679
5.7456,10.181,-4.7857,-4.3366
-5.8818,7.6584,0.5558,-2.9155
1.1588,8.9331,-2.0807,-1.1272
3.8197,8.9951,-4.383,-4.0327
5.8782,5.9409,-2.8544,-0.60863
0.38478,6.5989,-0.3336,-0.56466
2.108,6.7955,-0.1708,0.4905
-2.9821,4.1986,-0.5898,-3.9642
-1.7104,-4.778,6.2109,0.3974
-6.5773,6.8017,0.85483,-7.5344
2.6917,10.816,-3.3,-4.2888
4.0962,10.189,-3.9323,-4.1827
